6.4516e+05,2.1582e+06,3716.8
6.4513e+05,2.1582e+06,3699
6.4509e+05,2.1582e+06,3694.5
6.4506e+05,2.1582e+06,3698
6.4505e+05,2.1582e+06,3713.7
6.4505e+05,2.1582e+06,3731
6.4496e+05,2.1581e+06,3745.5
6.449e+05,2.1581e+06,3737
6.4486e+05,2.1581e+06,3723.3
6.448e+05,2.158e+06,3692.4
6.4477e+05,2.158e+06,3668.4
6.4477e+05,2.158e+06,3668.4
6.4471e+05,2.1579e+06,3632.6
6.4466e+05,2.1579e+06,3598.6
6.4463e+05,2.1579e+06,3579.9
6.4459e+05,2.1578e+06,3549.3
6.4455e+05,2.1578e+06,3519.8
6.4449e+05,2.1577e+06,3476.2
6.4446e+05,2.1577e+06,3449.6
6.444e+05,2.1577e+06,3401.3
6.4436e+05,2.1576e+06,3368.3
6.4431e+05,2.1576e+06,3325.6
6.4424e+05,2.1576e+06,3271.3
6.4412e+05,2.1575e+06,3193.5
6.4403e+05,2.1575e+06,3130.4
6.4393e+05,2.1573e+06,3048.3
6.4388e+05,2.1572e+06,2987.3
6.4385e+05,2.1571e+06,2923.3
6.438e+05,2.157e+06,2871.9
6.4377e+05,2.1569e+06,2833.7
6.4368e+05,2.1567e+06,2775.8
6.4361e+05,2.1566e+06,2745.6
6.4354e+05,2.1565e+06,2717.1
6.4349e+05,2.1564e+06,2699.4
6.4345e+05,2.1564e+06,2677.9
6.4342e+05,2.1563e+06,2661.8
6.4338e+05,2.1563e+06,2644.8
6.4332e+05,2.1562e+06,2628.7
6.4328e+05,2.1562e+06,2619.4
6.4322e+05,2.1561e+06,2591.4
6.4314e+05,2.156e+06,2532.9
6.4309e+05,2.156e+06,2503.1
6.4304e+05,2.1559e+06,2473.9
6.43e+05,2.1559e+06,2457
6.4295e+05,2.1559e+06,2436.5
6.4292e+05,2.1559e+06,2426.3
6.4286e+05,2.1558e+06,2410.9
6.4279e+05,2.1558e+06,2393.2
6.4272e+05,2.1558e+06,2367.7
6.4263e+05,2.1557e+06,2335.4
6.4258e+05,2.1557e+06,2317
6.4253e+05,2.1557e+06,2301.8
6.4243e+05,2.1556e+06,2270.9
6.4236e+05,2.1556e+06,2241.7
6.4229e+05,2.1555e+06,2216.3
6.422e+05,2.1555e+06,2194
6.4213e+05,2.1555e+06,2179.3
6.4207e+05,2.1554e+06,2161.1
6.42e+05,2.1554e+06,2134.4
6.4194e+05,2.1553e+06,2113.5
6.4188e+05,2.1553e+06,2094.1
6.4182e+05,2.1552e+06,2084.7
6.4179e+05,2.1552e+06,2082.1
6.4174e+05,2.1551e+06,2078.4
6.4174e+05,2.155e+06,2073.3
6.4502e+05,2.158e+06,3796.4
6.4501e+05,2.158e+06,3807
6.4497e+05,2.1579e+06,3801.8
6.4492e+05,2.1579e+06,3776
6.4487e+05,2.1578e+06,3708.6
6.4479e+05,2.1576e+06,3586.9
6.4475e+05,2.1576e+06,3537.7
6.4467e+05,2.1575e+06,3450.1
6.4463e+05,2.1574e+06,3383.9
6.4458e+05,2.1573e+06,3325.6
6.4452e+05,2.1572e+06,3256.2
6.4447e+05,2.1571e+06,3203.1
6.444e+05,2.157e+06,3117.6
6.4432e+05,2.1568e+06,3019.7
6.4425e+05,2.1567e+06,2947
6.4418e+05,2.1566e+06,2885.8
6.4412e+05,2.1566e+06,2850.2
6.4407e+05,2.1565e+06,2813.1
6.4404e+05,2.1565e+06,2787.9
6.4398e+05,2.1564e+06,2747.4
6.4393e+05,2.1563e+06,2714.1
6.4389e+05,2.1562e+06,2691.8
6.4382e+05,2.1561e+06,2667.4
6.438e+05,2.1561e+06,2648
6.4374e+05,2.156e+06,2621
6.4371e+05,2.1559e+06,2601.1
6.4368e+05,2.1558e+06,2587.6
6.4364e+05,2.1558e+06,2573.2
6.4361e+05,2.1558e+06,2563
6.4356e+05,2.1558e+06,2548.7
6.4348e+05,2.1557e+06,2521.7
6.4342e+05,2.1557e+06,2504.5
6.4334e+05,2.1557e+06,2479.4
6.4326e+05,2.1557e+06,2448.3
6.4317e+05,2.1556e+06,2409.8
6.4309e+05,2.1556e+06,2388.5
6.4301e+05,2.1556e+06,2375.6
6.4292e+05,2.1556e+06,2365.3
6.4283e+05,2.1555e+06,2344.8
6.4275e+05,2.1555e+06,2321.9
6.4269e+05,2.1555e+06,2306.9
6.4266e+05,2.1555e+06,2299.1
6.4261e+05,2.1554e+06,2284.3
6.4258e+05,2.1554e+06,2273.2
6.4247e+05,2.1554e+06,2238.8
6.4239e+05,2.1554e+06,2214.8
6.4232e+05,2.1554e+06,2198.9
6.4226e+05,2.1554e+06,2188.9
6.4223e+05,2.1554e+06,2183
6.4217e+05,2.1554e+06,2167.4
6.4214e+05,2.1553e+06,2155.8
6.4345e+05,2.1562e+06,2633.7
6.4347e+05,2.1562e+06,2617.2
6.4349e+05,2.1561e+06,2603.6
6.4351e+05,2.1561e+06,2593.8
6.4353e+05,2.156e+06,2585
6.4353e+05,2.1559e+06,2571.3
6.4352e+05,2.1559e+06,2559.4
6.4349e+05,2.1558e+06,2546.4
6.4343e+05,2.1558e+06,2529
6.4336e+05,2.1558e+06,2510.4
6.4329e+05,2.1558e+06,2488.1
6.4321e+05,2.1557e+06,2445.9
6.4312e+05,2.1557e+06,2412.3
6.4305e+05,2.1557e+06,2394.9
6.4296e+05,2.1557e+06,2389.7
6.4285e+05,2.1556e+06,2373.5
6.4278e+05,2.1556e+06,2351.1
6.4272e+05,2.1556e+06,2330.7
6.4265e+05,2.1556e+06,2312.3
6.426e+05,2.1556e+06,2300.1
6.4255e+05,2.1555e+06,2287
6.4253e+05,2.1555e+06,2274.8
6.4248e+05,2.1555e+06,2258
6.4244e+05,2.1555e+06,2244.1
6.4238e+05,2.1555e+06,2228.5
6.4236e+05,2.1555e+06,2224.7
6.4345e+05,2.1562e+06,2633.7
6.4339e+05,2.1562e+06,2618.4
6.4334e+05,2.1561e+06,2601.2
6.4327e+05,2.1561e+06,2573
6.432e+05,2.156e+06,2532.8
6.4314e+05,2.1559e+06,2498.5
6.4308e+05,2.1559e+06,2459.7
6.4302e+05,2.1558e+06,2437.1
6.4299e+05,2.1558e+06,2427
6.4288e+05,2.1558e+06,2405
6.4283e+05,2.1557e+06,2388.1
6.4277e+05,2.1557e+06,2368.4
6.427e+05,2.1557e+06,2344
6.4263e+05,2.1557e+06,2321.5
6.426e+05,2.1556e+06,2311.1
6.4256e+05,2.1556e+06,2299.5
6.4251e+05,2.1556e+06,2286.6
6.4246e+05,2.1556e+06,2269.4
6.4242e+05,2.1555e+06,2249.9
6.4238e+05,2.1555e+06,2234.5
6.4236e+05,2.1555e+06,2224.7
6.4499e+05,2.1579e+06,3804.5
6.4497e+05,2.1578e+06,3761.8
6.4493e+05,2.1577e+06,3705.8
6.4491e+05,2.1577e+06,3675.5
6.4487e+05,2.1576e+06,3612.1
6.4483e+05,2.1575e+06,3568.1
6.4481e+05,2.1575e+06,3526.1
6.448e+05,2.1574e+06,3492.1
6.4478e+05,2.1574e+06,3433.6
6.4475e+05,2.1573e+06,3368.9
6.4471e+05,2.1572e+06,3329.9
6.4465e+05,2.1571e+06,3277.5
6.4461e+05,2.1571e+06,3244.1
6.4459e+05,2.157e+06,3205.2
6.4456e+05,2.157e+06,3174.2
6.4454e+05,2.1569e+06,3130.6
6.4453e+05,2.1568e+06,3103.7
6.4451e+05,2.1568e+06,3073.4
6.445e+05,2.1567e+06,3032.9
6.445e+05,2.1566e+06,2996.7
6.4449e+05,2.1566e+06,2963.8
6.4449e+05,2.1565e+06,2946.4
6.4447e+05,2.1565e+06,2919.3
6.4446e+05,2.1564e+06,2887.6
6.4444e+05,2.1563e+06,2857.2
6.444e+05,2.1563e+06,2810.4
6.4437e+05,2.1562e+06,2780
6.4433e+05,2.1561e+06,2745.1
6.4429e+05,2.1561e+06,2713.8
6.4425e+05,2.156e+06,2693.3
6.4423e+05,2.156e+06,2675.4
6.442e+05,2.1559e+06,2656.8
6.4417e+05,2.1559e+06,2635
6.4415e+05,2.1558e+06,2615.4
6.4414e+05,2.1558e+06,2601.9
6.441e+05,2.1557e+06,2584.7
6.4407e+05,2.1557e+06,2571.3
6.4404e+05,2.1556e+06,2558
6.44e+05,2.1556e+06,2545.5
